日期,宠主ID,宠主姓名,宠物类型,服务项目,消费金额,医生,客户来源
2025-12-19,C01887,客户1887,狗,体检,182,陈医生,老客户
2025-12-19,C01274,客户1274,其他,体检,345,刘医生,老客户
2025-12-19,C00397,客户397,猫,看病,293,李医生,老客户
2025-12-19,C01267,客户1267,其他,绝育,549,王医生,老客户
2025-12-19,C01458,客户1458,猫,疫苗,140,李医生,老客户
2025-12-19,C00693,客户693,猫,看病,318,李医生,老客户
2025-12-19,C01269,客户1269,猫,绝育,343,李医生,老客户
2025-12-19,C00610,客户610,猫,洗护,237,王医生,新客户
2025-12-19,C00698,客户698,狗,看病,418,刘医生,老客户
2025-12-19,C01446,客户1446,狗,绝育,301,王医生,新客户
2025-12-19,C01464,客户1464,猫,看病,267,张医生,老客户
2025-12-19,C01788,客户1788,狗,看病,682,王医生,老客户
2025-12-19,C00041,客户41,猫,绝育,429,李医生,新客户
2025-12-19,C00561,客户561,狗,看病,803,张医生,老客户
2025-12-19,C01443,客户1443,其他,洗护,214,王医生,老客户
2025-12-19,C00113,客户113,其他,体检,272,张医生,新客户
2025-12-19,C01471,客户1471,猫,疫苗,82,王医生,老客户
2025-12-19,C00038,客户38,狗,绝育,428,李医生,老客户
2025-12-19,C00473,客户473,狗,疫苗,102,李医生,老客户
2025-12-19,C01399,客户1399,狗,看病,679,王医生,老客户
2025-12-19,C00028,客户28,猫,体检,343,王医生,新客户
2025-12-19,C01497,客户1497,猫,看病,672,李医生,老客户
2025-12-19,C00597,客户597,狗,绝育,561,张医生,老客户
2025-12-19,C00322,客户322,猫,看病,521,张医生,老客户
2025-12-19,C00430,客户430,狗,洗护,261,王医生,老客户
2025-12-19,C00655,客户655,狗,看病,365,陈医生,新客户
2025-12-19,C00456,客户456,猫,体检,365,王医生,老客户
2025-12-19,C00079,客户79,狗,看病,815,陈医生,老客户
2025-12-19,C00354,客户354,猫,洗护,133,王医生,新客户
2025-12-19,C00354,客户354,狗,绝育,415,陈医生,老客户
2025-12-19,C01562,客户1562,狗,洗护,125,刘医生,老客户
2025-12-19,C00133,客户133,狗,看病,374,张医生,老客户
2025-12-19,C00433,客户433,猫,疫苗,140,刘医生,老客户
2025-12-19,C01316,客户1316,猫,绝育,530,刘医生,新客户
2025-12-19,C00595,客户595,猫,看病,355,李医生,老客户
2025-12-19,C00645,客户645,狗,绝育,423,李医生,老客户
2025-12-19,C01219,客户1219,狗,洗护,181,刘医生,新客户
2025-12-19,C00428,客户428,狗,绝育,406,张医生,新客户
2025-12-19,C02172,客户2172,猫,疫苗,149,王医生,老客户
2025-12-19,C00489,客户489,猫,绝育,561,王医生,新客户
2025-12-19,C00376,客户376,狗,看病,747,王医生,老客户
2025-12-19,C00672,客户672,猫,绝育,386,李医生,老客户
2025-12-19,C00591,客户591,其他,绝育,492,王医生,老客户
2025-12-19,C00586,客户586,狗,绝育,568,张医生,老客户
2025-12-19,C01500,客户1500,猫,疫苗,101,刘医生,老客户
2025-12-19,C01294,客户1294,猫,疫苗,132,李医生,老客户
2025-12-19,C01905,客户1905,狗,绝育,469,李医生,老客户
2025-12-19,C01388,客户1388,猫,看病,256,王医生,老客户
2025-12-19,C00134,客户134,狗,看病,956,李医生,老客户
2025-12-19,C02155,客户2155,狗,疫苗,92,张医生,老客户
2025-12-19,C00734,客户734,其他,绝育,393,王医生,老客户
2025-12-19,C00621,客户621,狗,看病,391,李医生,老客户
2025-12-19,C01384,客户1384,狗,绝育,478,张医生,老客户
2025-12-19,C00502,客户502,狗,看病,239,王医生,老客户
2025-12-19,C01299,客户1299,狗,看病,798,李医生,老客户
2025-12-19,C01528,客户1528,狗,洗护,147,刘医生,老客户
2025-12-19,C01692,客户1692,猫,体检,220,张医生,老客户
2025-12-19,C01387,客户1387,狗,看病,494,李医生,老客户
2025-12-19,C01451,客户1451,狗,疫苗,131,李医生,老客户
2025-12-19,C00442,客户442,猫,绝育,656,刘医生,老客户
2025-12-19,C02553,客户2553,猫,疫苗,91,刘医生,老客户
2025-12-19,C01051,客户1051,猫,看病,256,王医生,老客户
2025-12-19,C01153,客户1153,猫,绝育,585,王医生,新客户
2025-12-19,C01181,客户1181,猫,看病,538,陈医生,新客户
2025-12-19,C00883,客户883,猫,疫苗,105,张医生,老客户
2025-12-19,C01151,客户1151,狗,洗护,237,刘医生,老客户
2025-12-19,C00566,客户566,其他,绝育,436,李医生,老客户
2025-12-19,C00160,客户160,猫,洗护,164,陈医生,老客户
2025-12-19,C00290,客户290,猫,看病,468,刘医生,老客户
2025-12-19,C00290,客户290,猫,绝育,684,刘医生,新客户
2025-12-19,C00290,客户290,猫,看病,595,张医生,老客户
2025-12-19,C01057,客户1057,狗,疫苗,87,李医生,新客户
2025-12-19,C01026,客户1026,狗,洗护,163,陈医生,老客户
2025-12-19,C02424,客户2424,狗,疫苗,130,李医生,老客户
2025-12-19,C00830,客户830,狗,洗护,135,刘医生,老客户
2025-12-19,C00177,客户177,猫,体检,322,李医生,老客户
2025-12-19,C00960,客户960,猫,体检,164,陈医生,老客户
2025-12-19,C00312,客户312,猫,绝育,442,李医生,新客户
2025-12-19,C02611,客户2611,猫,洗护,104,李医生,老客户
2025-12-19,C00860,客户860,猫,体检,264,张医生,老客户
2025-12-19,C00992,客户992,猫,疫苗,147,刘医生,新客户
2025-12-19,C00829,客户829,猫,绝育,301,张医生,老客户
2025-12-19,C02445,客户2445,狗,体检,209,王医生,老客户
2025-12-19,C00210,客户210,猫,看病,876,刘医生,新客户
2025-12-19,C00191,客户191,狗,洗护,136,陈医生,新客户
2025-12-19,C00196,客户196,狗,看病,893,张医生,老客户
2025-12-19,C02697,客户2697,猫,体检,168,李医生,新客户
2025-12-19,C01093,客户1093,猫,疫苗,130,李医生,老客户
2025-12-19,C02386,客户2386,狗,绝育,541,王医生,老客户
2025-12-19,C00314,客户314,猫,疫苗,93,张医生,老客户
2025-12-19,C00249,客户249,猫,绝育,719,李医生,老客户
2025-12-19,C00909,客户909,狗,看病,224,李医生,老客户
2025-12-19,C00941,客户941,猫,绝育,562,刘医生,新客户
2025-12-19,C01037,客户1037,其他,体检,340,刘医生,老客户
2025-12-19,C01177,客户1177,其他,体检,152,刘医生,新客户
2025-12-19,C01034,客户1034,狗,体检,159,王医生,老客户
2025-12-19,C01016,客户1016,猫,绝育,555,王医生,新客户
2025-12-19,C00880,客户880,狗,绝育,600,李医生,老客户
2025-12-19,C02264,客户2264,猫,绝育,380,王医生,新客户
2025-12-19,C01039,客户1039,猫,绝育,349,王医生,老客户
2025-12-19,C01173,客户1173,狗,疫苗,137,张医生,新客户
2025-12-19,C02249,客户2249,狗,体检,221,张医生,老客户
2025-12-19,C01015,客户1015,狗,洗护,223,陈医生,老客户
2025-12-19,C00187,客户187,其他,看病,496,刘医生,新客户
2025-12-19,C01167,客户1167,狗,看病,560,刘医生,老客户
2025-12-19,C00952,客户952,猫,看病,257,李医生,老客户
2025-12-19,C01043,客户1043,狗,疫苗,92,王医生,老客户
2025-12-19,C00926,客户926,猫,洗护,232,张医生,老客户
2025-12-19,C00207,客户207,猫,看病,286,李医生,老客户
2025-12-19,C00241,客户241,猫,看病,276,张医生,新客户
2025-12-19,C00202,客户202,其他,看病,855,王医生,老客户
2025-12-19,C01189,客户1189,猫,绝育,357,李医生,老客户
2025-12-19,C00533,客户533,狗,看病,672,王医生,老客户
2025-12-19,C00533,客户533,狗,绝育,414,李医生,老客户
2025-12-19,C00969,客户969,狗,看病,338,刘医生,老客户
2025-12-19,C02298,客户2298,猫,疫苗,141,陈医生,老客户
2025-12-19,C00566,客户566,猫,看病,449,陈医生,老客户
2025-12-19,C00254,客户254,狗,绝育,466,李医生,新客户
2025-12-19,C00182,客户182,猫,看病,662,王医生,老客户
2025-12-19,C01156,客户1156,猫,看病,438,王医生,老客户
2025-12-19,C00314,客户314,狗,看病,554,王医生,新客户
2025-12-19,C00542,客户542,狗,绝育,697,张医生,新客户
2025-12-19,C00140,客户140,猫,看病,718,王医生,老客户
2025-12-19,C00222,客户222,狗,绝育,646,刘医生,老客户
2025-12-19,C00868,客户868,狗,看病,530,王医生,老客户
2025-12-19,C00263,客户263,猫,绝育,690,王医生,老客户
2025-12-19,C01206,客户1206,狗,看病,512,张医生,老客户
2025-12-19,C00263,客户263,狗,绝育,685,王医生,新客户
2025-12-19,C01003,客户1003,狗,体检,177,李医生,老客户
2025-12-20,C01390,客户1390,狗,疫苗,121,陈医生,新客户
2025-12-20,C01326,客户1326,狗,看病,627,刘医生,老客户
2025-12-20,C00282,客户282,猫,洗护,242,刘医生,老客户
2025-12-20,C00278,客户278,猫,绝育,643,李医生,老客户
2025-12-20,C00041,客户41,其他,体检,380,刘医生,老客户
2025-12-20,C00855,客户855,狗,洗护,136,李医生,老客户
2025-12-20,C00855,客户855,狗,体检,295,刘医生,老客户
2025-12-20,C00198,客户198,狗,绝育,533,张医生,老客户
2025-12-20,C01425,客户1425,猫,绝育,424,张医生,老客户
2025-12-20,C00291,客户291,狗,疫苗,157,张医生,老客户
2025-12-20,C00550,客户550,猫,体检,267,张医生,老客户
2025-12-20,C00926,客户926,猫,疫苗,124,张医生,老客户
2025-12-20,C00743,客户743,狗,看病,758,刘医生,新客户
2025-12-20,C01657,客户1657,猫,体检,165,张医生,老客户
2025-12-20,C01928,客户1928,猫,疫苗,83,王医生,老客户
2025-12-20,C00347,客户347,其他,绝育,450,李医生,老客户
2025-12-20,C00069,客户69,狗,看病,301,张医生,老客户
2025-12-20,C01088,客户1088,狗,看病,491,李医生,老客户
2025-12-20,C00394,客户394,猫,看病,851,刘医生,老客户
2025-12-20,C00690,客户690,狗,洗护,167,张医生,新客户
2025-12-20,C00697,客户697,猫,看病,734,王医生,新客户
2025-12-20,C00844,客户844,猫,疫苗,135,陈医生,老客户
2025-12-20,C01198,客户1198,其他,看病,474,陈医生,老客户
2025-12-20,C02201,客户2201,狗,洗护,166,刘医生,老客户
2025-12-20,C01849,客户1849,猫,绝育,484,李医生,老客户
2025-12-20,C00698,客户698,猫,洗护,137,王医生,新客户
2025-12-20,C01299,客户1299,狗,洗护,216,陈医生,新客户
2025-12-20,C00325,客户325,狗,洗护,152,李医生,老客户
2025-12-20,C01498,客户1498,猫,体检,157,张医生,老客户
2025-12-20,C01436,客户1436,狗,疫苗,140,王医生,老客户
2025-12-20,C00104,客户104,其他,绝育,526,李医生,老客户
2025-12-20,C00104,客户104,狗,绝育,403,李医生,老客户
2025-12-20,C00856,客户856,狗,看病,584,张医生,老客户
2025-12-20,C02643,客户2643,狗,疫苗,80,刘医生,新客户
2025-12-20,C00912,客户912,狗,疫苗,123,张医生,老客户
2025-12-20,C01042,客户1042,狗,看病,503,李医生,老客户
2025-12-20,C01366,客户1366,猫,看病,658,李医生,新客户
2025-12-20,C00161,客户161,狗,绝育,454,李医生,老客户
2025-12-20,C00046,客户46,猫,绝育,421,李医生,老客户
2025-12-20,C01427,客户1427,狗,看病,444,王医生,老客户
2025-12-20,C00606,客户606,狗,看病,714,李医生,老客户
2025-12-20,C00731,客户731,猫,绝育,502,刘医生,老客户
2025-12-20,C00345,客户345,猫,绝育,586,张医生,老客户
2025-12-20,C00185,客户185,狗,看病,983,李医生,老客户
2025-12-20,C01925,客户1925,猫,疫苗,136,李医生,新客户
2025-12-20,C00419,客户419,猫,看病,443,李医生,新客户
2025-12-20,C00340,客户340,狗,看病,322,李医生,新客户
2025-12-20,C00704,客户704,猫,洗护,236,王医生,新客户
2025-12-20,C02171,客户2171,猫,洗护,234,王医生,老客户
2025-12-20,C02094,客户2094,猫,疫苗,128,张医生,老客户
2025-12-20,C00032,客户32,狗,体检,259,陈医生,老客户
2025-12-20,C00341,客户341,狗,看病,320,李医生,老客户
2025-12-20,C01023,客户1023,猫,看病,305,李医生,新客户
2025-12-20,C01230,客户1230,狗,绝育,354,张医生,老客户
2025-12-20,C01979,客户1979,狗,疫苗,133,张医生,老客户
2025-12-20,C00022,客户22,猫,看病,864,刘医生,老客户
2025-12-20,C00436,客户436,猫,体检,270,张医生,老客户
2025-12-20,C00276,客户276,狗,看病,548,王医生,老客户
2025-12-20,C00040,客户40,猫,绝育,474,陈医生,老客户
2025-12-20,C00040,客户40,猫,看病,620,王医生,老客户
2025-12-20,C02172,客户2172,猫,体检,333,张医生,老客户
2025-12-20,C02099,客户2099,狗,体检,335,张医生,老客户
2025-12-20,C00264,客户264,狗,体检,366,李医生,老客户
2025-12-20,C00673,客户673,猫,疫苗,123,李医生,老客户
2025-12-20,C00498,客户498,狗,看病,397,李医生,老客户
2025-12-20,C00740,客户740,狗,疫苗,93,张医生,老客户
2025-12-20,C01545,客户1545,狗,疫苗,121,王医生,老客户
2025-12-20,C01233,客户1233,猫,绝育,444,张医生,老客户
2025-12-20,C00245,客户245,猫,绝育,679,张医生,老客户
2025-12-20,C00817,客户817,猫,看病,602,李医生,老客户
2025-12-20,C00508,客户508,猫,洗护,145,王医生,老客户
2025-12-20,C00088,客户88,猫,疫苗,140,刘医生,老客户
2025-12-20,C01378,客户1378,猫,洗护,220,李医生,新客户
2025-12-20,C00514,客户514,狗,体检,383,刘医生,老客户
2025-12-20,C00275,客户275,狗,绝育,663,李医生,老客户
2025-12-20,C01195,客户1195,猫,疫苗,104,张医生,老客户
2025-12-20,C01046,客户1046,猫,洗护,118,李医生,老客户
2025-12-20,C01580,客户1580,狗,疫苗,137,张医生,新客户
2025-12-20,C02523,客户2523,猫,体检,191,李医生,老客户
2025-12-20,C00275,客户275,猫,体检,436,李医生,老客户
2025-12-20,C00186,客户186,猫,绝育,462,王医生,新客户
2025-12-20,C01441,客户1441,猫,看病,505,陈医生,新客户
2025-12-20,C01391,客户1391,其他,绝育,361,刘医生,新客户
2025-12-20,C00690,客户690,其他,绝育,343,李医生,新客户
2025-12-20,C00103,客户103,狗,看病,543,王医生,老客户
2025-12-20,C02501,客户2501,其他,看病,442,王医生,老客户
2025-12-20,C01540,客户1540,狗,疫苗,143,张医生,老客户
2025-12-20,C00663,客户663,猫,疫苗,88,张医生,老客户
2025-12-20,C00332,客户332,猫,绝育,365,李医生,老客户
2025-12-20,C00531,客户531,猫,看病,703,张医生,新客户
2025-12-20,C00166,客户166,狗,看病,609,刘医生,老客户
2025-12-20,C00056,客户56,狗,洗护,148,王医生,老客户
2025-12-20,C00933,客户933,狗,体检,183,李医生,老客户
2025-12-20,C00424,客户424,其他,看病,758,李医生,老客户
2025-12-20,C01252,客户1252,其他,洗护,206,王医生,老客户
2025-12-20,C00453,客户453,狗,洗护,213,王医生,新客户
2025-12-20,C00234,客户234,猫,看病,633,王医生,老客户
2025-12-20,C00538,客户538,狗,看病,372,王医生,老客户
2025-12-20,C00676,客户676,其他,疫苗,137,张医生,老客户
2025-12-20,C01408,客户1408,狗,绝育,337,李医生,老客户
2025-12-20,C00284,客户284,狗,体检,308,王医生,老客户
2025-12-20,C00215,客户215,狗,绝育,546,刘医生,老客户
2025-12-20,C01490,客户1490,猫,疫苗,103,张医生,老客户
2025-12-20,C01255,客户1255,狗,看病,528,张医生,新客户
2025-12-20,C02207,客户2207,其他,洗护,202,李医生,老客户
2025-12-20,C01866,客户1866,狗,疫苗,84,陈医生,老客户
2025-12-20,C00859,客户859,狗,看病,256,王医生,老客户
2025-12-20,C00895,客户895,狗,疫苗,113,张医生,老客户
2025-12-20,C00638,客户638,狗,体检,231,刘医生,老客户
2025-12-20,C00749,客户749,猫,疫苗,90,王医生,老客户
2025-12-20,C01000,客户1000,猫,疫苗,131,陈医生,新客户
2025-12-20,C01063,客户1063,猫,体检,219,李医生,老客户
2025-12-20,C00495,客户495,其他,看病,711,李医生,老客户
2025-12-20,C01337,客户1337,狗,疫苗,104,陈医生,新客户
2025-12-20,C00210,客户210,狗,绝育,444,王医生,老客户
2025-12-20,C00693,客户693,狗,洗护,224,张医生,新客户
2025-12-20,C01332,客户1332,猫,疫苗,130,王医生,老客户
2025-12-20,C00953,客户953,其他,疫苗,121,李医生,老客户
2025-12-20,C00355,客户355,狗,绝育,677,李医生,老客户
2025-12-20,C01711,客户1711,狗,疫苗,109,李医生,老客户
2025-12-20,C01552,客户1552,狗,疫苗,95,李医生,新客户
2025-12-20,C00230,客户230,猫,绝育,595,刘医生,老客户
2025-12-20,C00615,客户615,狗,疫苗,146,张医生,老客户
2025-12-20,C00147,客户147,狗,绝育,609,陈医生,新客户
2025-12-20,C01171,客户1171,其他,疫苗,92,李医生,老客户
2025-12-20,C00357,客户357,猫,看病,1015,陈医生,老客户
2025-12-20,C00992,客户992,狗,绝育,364,李医生,老客户
2025-12-20,C00413,客户413,狗,疫苗,144,张医生,老客户
2025-12-20,C01369,客户1369,狗,看病,355,刘医生,新客户
2025-12-20,C01718,客户1718,猫,疫苗,114,王医生,新客户
2025-12-20,C00624,客户624,猫,洗护,139,陈医生,老客户
2025-12-20,C01462,客户1462,狗,洗护,178,刘医生,老客户
2025-12-20,C00274,客户274,狗,绝育,598,王医生,老客户
2025-12-20,C00286,客户286,狗,看病,654,王医生,老客户
2025-12-20,C00387,客户387,猫,绝育,536,李医生,老客户
2025-12-20,C00684,客户684,猫,绝育,348,张医生,新客户
2025-12-20,C00042,客户42,猫,看病,571,李医生,老客户
2025-12-20,C01015,客户1015,猫,绝育,389,王医生,老客户
2025-12-20,C02685,客户2685,狗,洗护,199,刘医生,老客户
2025-12-20,C00184,客户184,狗,看病,847,李医生,老客户
2025-12-20,C01805,客户1805,狗,疫苗,92,张医生,老客户
2025-12-20,C02196,客户2196,其他,疫苗,91,陈医生,老客户
2025-12-20,C00042,客户42,狗,绝育,661,王医生,新客户
2025-12-20,C00280,客户280,其他,看病,739,张医生,老客户
2025-12-20,C02526,客户2526,猫,看病,314,张医生,新客户
2025-12-20,C00221,客户221,狗,洗护,207,李医生,老客户
2025-12-20,C01353,客户1353,狗,疫苗,84,刘医生,老客户
2025-12-20,C00775,客户775,猫,疫苗,123,王医生,老客户
2025-12-20,C02696,客户2696,狗,看病,646,陈医生,老客户
2025-12-20,C01077,客户1077,狗,看病,651,陈医生,老客户
